,ICD9,counts,frequency,description
397,93.59,391,0.007415696240943747,"Other immobilization, pressure, and attention to wound"
398,997.3,388,0.0073587983158214165,"Respiratory complications, not elsewhere classified"
399,786.3,386,0.0073208663657398625,Hemoptysis
400,427.81,385,0.007301900390699086,Sinoatrial node dysfunction
401,747.0,382,0.0072450024655767555,Patent ductus arteriosus
402,305.01,382,0.0072450024655767555,"Alcohol abuse, continuous drinking behavior"
403,305.60,381,0.007226036490535978,"Cocaine abuse, unspecified use"
404,396.2,380,0.0072070705154952015,Mitral valve insufficiency and aortic valve stenosis
405,421.0,380,0.0072070705154952015,Acute and subacute bacterial endocarditis
406,432.1,380,0.0072070705154952015,Subdural hemorrhage
407,728.88,378,0.007169138565413648,Rhabdomyolysis
408,707.14,377,0.007150172590372871,Ulcer of heel and midfoot
409,39.9,375,0.007112240640291317,Other operations on vessels
410,39.29,373,0.007074308690209764,Other (peripheral) vascular shunt or bypass
411,V15.88,372,0.007055342715168987,History of fall
412,50.11,371,0.00703637674012821,Closed (percutaneous) [needle] biopsy of liver
413,31.42,370,0.0070174107650874335,Laryngoscopy and other tracheoscopy
414,81.63,369,0.006998444790046656,Fusion or refusion of 4-8 vertebrae
415,275.41,368,0.0069794788150058795,Hypocalcemia
416,86.28,368,0.0069794788150058795,"Nonexcisional debridement of wound, infection or burn"
417,162.8,367,0.006960512839965103,Malignant neoplasm of other parts of bronchus or lung
418,038.0,366,0.0069415468649243256,Streptococcal septicemia
419,99.61,365,0.006922580889883549,Atrial cardioversion
420,852.21,363,0.006884648939801995,"Subdural hemorrhage following injury, without mention of open intracranial wound, with no loss of consciousness"
421,39.72,363,0.006884648939801995,Endovascular repair or occlusion of head and neck vessels
422,E849.8,362,0.0068656829647612185,Accidents occurring in other specified places
423,42.33,362,0.0068656829647612185,Endoscopic excision or destruction of lesion or tissue of esophagus
424,41.0,360,0.0068277510146796646,Bone marrow or hematopoietic stem cell transplant
425,292.81,359,0.006808785039638888,Drug-induced delirium
426,860.0,355,0.00673292113947578,Traumatic pneumothorax without mention of open wound into thorax
427,81.91,355,0.00673292113947578,Arthrocentesis
428,765.16,353,0.006694989189394227,"Other preterm infants, 1,500-1,749 grams"
429,86.04,353,0.006694989189394227,Other incision with drainage of skin and subcutaneous tissue
430,576.2,353,0.006694989189394227,Obstruction of bile duct
431,285.22,351,0.006657057239312673,Anemia in neoplastic disease
432,437.3,350,0.0066380912642718965,"Cerebral aneurysm, nonruptured"
433,729.1,350,0.0066380912642718965,"Mylagia and myositis, unspecified"
434,724.5,350,0.0066380912642718965,"Backache, unspecified"
435,54.12,349,0.006619125289231119,Reopening of recent laparotomy site
436,410.91,346,0.006562227364108789,"Acute myocardial infarction, unspecified site, initial episode of care"
437,35.23,345,0.006543261389068012,Replacement of mitral valve with tissue graft
438,303.01,345,0.006543261389068012,"Acute alcoholic intoxication in alcoholism, continuous drinking behavior"
439,E849.0,344,0.0065242954140272355,Home accidents
440,574.20,343,0.006505329438986458,"Calculus of gallbladder without mention of cholecystitis, without mention of obstruction"
441,79.35,342,0.0064863634639456815,Open reduction of fracture of femur with internal fixation
442,456.20,341,0.006467397488904905,"Esophageal varices in diseases classified elsewhere, with bleeding"
443,396.3,336,0.0063725676137010205,Mitral valve insufficiency and aortic valve insufficiency
444,779.89,336,0.0063725676137010205,Other specified conditions originating in the perinatal period
445,774.6,334,0.006334635663619467,Unspecified fetal and neonatal jaundice
446,112.2,333,0.00631566968857869,Candidiasis of other urogenital sites
447,V10.51,333,0.00631566968857869,Personal history of malignant neoplasm of bladder
448,572.4,333,0.00631566968857869,Hepatorenal syndrome
449,873.0,332,0.006296703713537913,"Open wound of scalp, without mention of complication"
450,790.29,332,0.006296703713537913,Other abnormal glucose
451,537.89,331,0.006277737738497136,Other specified disorders of stomach and duodenum
452,V42.0,330,0.0062587717634563595,Kidney replaced by transplant
453,585.4,329,0.006239805788415582,"Chronic kidney disease, Stage IV (severe)"
454,453.41,329,0.006239805788415582,Venous embolism and thrombosis of deep vessels of proximal lower extremity
455,22.0,329,0.006239805788415582,Aspiration and lavage of nasal sinus
456,564.09,328,0.006220839813374806,Other constipation
457,86.11,328,0.006220839813374806,Biopsy of skin and subcutaneous tissue
458,562.12,328,0.006220839813374806,Diverticulosis of colon with hemorrhage
459,202.80,326,0.006182907863293252,"Other malignant lymphomas, unspecified site, extranodal and solid organ sites"
460,276.50,326,0.006182907863293252,"Volume depletion, unspecified"
461,54.11,325,0.006163941888252475,Exploratory laparotomy
462,34.09,325,0.006163941888252475,Other incision of pleura
463,79.36,324,0.0061449759132116985,Open reduction of fracture of tibia and fibula with internal fixation
464,155.0,324,0.0061449759132116985,"Malignant neoplasm of liver, primary"
465,518.83,323,0.006126009938170921,Chronic respiratory failure
466,428.43,323,0.006126009938170921,"Combined systolic and diastolic heart failure, acute on chronic"
467,440.24,322,0.006107043963130145,Atherosclerosis of native arteries of the extremities with gangrene
468,E947.8,322,0.006107043963130145,Other drugs and medicinal substances causing adverse effects in therapeutic use
469,162.3,321,0.006088077988089368,"Malignant neoplasm of upper lobe, bronchus or lung"
470,42.23,319,0.006050146038007814,Other esophagoscopy
471,V08,319,0.006050146038007814,Asymptomatic human immunodeficiency virus [HIV] infection status
472,710.0,317,0.00601221408792626,Systemic lupus erythematosus
473,284.8,316,0.005993248112885484,Other specified aplastic anemias
474,40.3,315,0.005974282137844706,Regional lymph node excision
475,94.62,315,0.005974282137844706,Alcohol detoxification
476,211.3,314,0.00595531616280393,Benign neoplasm of colon
477,600.01,313,0.005936350187763153,Hypertrophy (benign) of prostate with urinary obstruction and other lower urinary tract symptoms (LUTS)
478,250.41,312,0.005917384212722376,"Diabetes mellitus type I [insulin dependent type] [IDDM] [juvenile type], not stated as uncontrolled, with renal manifestations"
479,746.4,311,0.005898418237681599,Congenital insufficiency of aortic valve
480,77.79,309,0.005860486287600045,"Excision of other bone for graft, except facial bones"
481,250.01,309,0.005860486287600045,"type I diabetes mellitus [insulin dependent type] [IDDM] [juvenile type], not stated as uncontrolled, without mention of complication"
482,45.25,308,0.005841520312559269,Closed [endoscopic] biopsy of large intestine
483,97.23,308,0.005841520312559269,Replacement of tracheostomy tube
484,89.68,305,0.005784622387436938,Monitoring of cardiac output by other technique
485,197.6,305,0.005784622387436938,Secondary malignant neoplasm of retroperitoneum and peritoneum
486,707.05,304,0.005765656412396162,"Decubitus ulcer, buttock"
487,805.4,304,0.005765656412396162,Closed fracture of lumbar vertebra without mention of spinal cord injury
488,780.52,303,0.005746690437355384,"Insomnia, unspecified"
489,303.93,302,0.005727724462314608,"Other and unspecified alcohol dependence, in remission"
490,V12.59,299,0.005670826537192277,Other personal history of diseases of circulatory system
491,88.57,299,0.005670826537192277,Other and unspecified coronary arteriography
492,E878.6,299,0.005670826537192277,"Removal of other organ (partial) (total) causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation"
493,518.4,299,0.005670826537192277,"Acute edema of lung, unspecified"
494,041.85,299,0.005670826537192277,Other gram-negative organism infection in conditions classified elsewhere and of unspecified site
495,765.15,298,0.005651860562151501,"Other preterm infants, 1,250-1,499 grams"
496,805.2,298,0.005651860562151501,Closed fracture of dorsal [thoracic] vertebra without mention of spinal cord injury
497,291.0,298,0.005651860562151501,Alcohol withdrawal delirium
498,84.51,297,0.005632894587110723,Insertion of interbody spinal fusion device
499,39.64,297,0.005632894587110723,Intraoperative cardiac pacemaker
500,340,297,0.005632894587110723,Multiple sclerosis
501,571.1,297,0.005632894587110723,Acute alcoholic hepatitis
502,530.85,295,0.00559496263702917,Barrett&apos;s esophagus
503,788.30,295,0.00559496263702917,"Urinary incontinence, unspecified"
504,784.7,295,0.00559496263702917,Epistaxis
505,493.22,295,0.00559496263702917,"Chronic obstructive asthma, with acute exacerbation"
506,733.13,295,0.00559496263702917,Pathologic fracture of vertebrae
507,185,294,0.005575996661988393,Malignant neoplasm of prostate
508,041.19,293,0.005557030686947616,Other Staphylococcus infection in conditions classified elsewhere and of unspecified site
509,790.01,293,0.005557030686947616,Precipitous drop in hematocrit
510,707.07,292,0.0055380647119068396,"Decubitus ulcer, heel"
511,13.0,291,0.005519098736866062,Removal of foreign body from lens
512,50.59,290,0.005500132761825286,Other transplant of liver
513,414.2,290,0.005500132761825286,Chronic total occlusion of coronary artery
514,787.01,289,0.005481166786784508,Nausea with vomiting
515,45.73,288,0.005462200811743732,Right hemicolectomy
516,93.0,288,0.005462200811743732,Diagnostic physical therapy
517,255.4,287,0.005443234836702955,Corticoadrenal insufficiency
518,458.0,285,0.005405302886621401,Orthostatic hypotension
519,696.1,283,0.005367370936539847,Other psoriasis and similar disorders excluding psoriatic arthropathy
520,35.3,283,0.005367370936539847,Operations on structures adjacent to heart valves
521,V12.72,283,0.005367370936539847,Personal history of colonic polyps
522,775.6,282,0.005348404961499071,Neonatal hypoglycemia
523,81.05,281,0.005329438986458294,"Dorsal and dorsolumbar fusion, posterior technique"
524,765.25,280,0.005310473011417517,29-30 completed weeks of gestation
525,43.19,280,0.005310473011417517,Other gastrostomy
526,E928.9,280,0.005310473011417517,Unspecified accident
527,21.2,279,0.00529150703637674,Diagnostic procedures on nose
528,999.31,279,0.00529150703637674,Infection due to central venous catheter
529,309.81,279,0.00529150703637674,Posttraumatic stress disorder
530,576.8,278,0.005272541061335964,Other specified disorders of biliary tract
531,348.39,278,0.005272541061335964,Other encephalopathy
532,788.5,278,0.005272541061335964,Oliguria and anuria
533,440.0,277,0.005253575086295186,Atherosclerosis of aorta
534,V58.66,276,0.00523460911125441,Encounter for long-term (current) use of aspirin
535,716.90,276,0.00523460911125441,"Arthropathy, unspecified, site unspecified"
536,304.01,275,0.005215643136213633,"Opioid type dependence, continuous use"
537,426.3,274,0.005196677161172856,Other left bundle branch block
538,V49.75,274,0.005196677161172856,Below knee amputation status
539,250.51,274,0.005196677161172856,"Diabetes mellitus type I [insulin dependent type] [IDDM] [juvenile type], not stated as uncontrolled, with ophthalmic manifestations"
540,37.27,273,0.005177711186132079,Cardiac mapping
541,070.32,273,0.005177711186132079,"Viral hepatitis B without mention of hepatic coma, chronic, without mention of hepatitis delta"
542,348.31,272,0.005158745211091303,Metabolic encephalopathy
543,458.8,271,0.005139779236050525,Other specified hypotension
544,571.8,271,0.005139779236050525,Other chronic nonalcoholic liver disease
545,782.3,271,0.005139779236050525,Edema
546,89.6,269,0.005101847285968972,Circulatory monitoring
547,532.40,269,0.005101847285968972,"Chronic or unspecified duodenal ulcer with hemorrhage, without mention of obstruction"
548,83.45,269,0.005101847285968972,Other myectomy
549,555.9,268,0.005082881310928195,Regional enteritis of unspecified site
550,410.72,267,0.005063915335887418,"Acute myocardial infarction, subendocardial infarction, subsequent episode of care"
551,560.9,266,0.005044949360846641,Unspecified intestinal obstruction
552,275.2,263,0.00498805143572431,Disorders of magnesium metabolism
553,585,263,0.00498805143572431,Chronic kidney disease (CKD)
554,707.0,262,0.004969085460683534,Decubitus ulcer
555,997.2,261,0.004950119485642757,"Peripheral vascular complications, not elsewhere classified"
556,531.40,261,0.004950119485642757,"Chronic or unspecified gastric ulcer with hemorrhage, without mention of obstruction"
557,784.0,261,0.004950119485642757,Headache
558,725,261,0.004950119485642757,Polymyalgia rheumatica
559,51.88,261,0.004950119485642757,Endoscopic removal of stone(s) from biliary tract
560,37.33,259,0.004912187535561203,"Excision or destruction of other lesion or tissue of heart, open approach"
561,250.63,259,0.004912187535561203,"Diabetes mellitus type I [juvenile type], uncontrolled, with neurological manifestations"
562,39.49,259,0.004912187535561203,Other revision of vascular procedure
563,440.23,259,0.004912187535561203,Atherosclerosis of native arteries of the extremities with ulceration
